market_hash_name,currency,current_min_price,suggested_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
Souvenir SSG 08 | Carbon Fiber (Minimal Wear),EUR,0.95,1.09,,,,,0,1.21,1.99,1.6,1.6,2,0.81,2.19,1.58,1.99,12,0.81,3.98,1.5,1.29,40
Sticker | KRIMZ (Foil) | Krakow 2017,EUR,14.99,9.79,,,,,0,,,,,0,,,,,0,10.27,10.27,10.27,10.27,1
MP9 | Black Sand (Factory New),EUR,0.31,0.32,,,,,0,,,,,0,0.23,1.16,0.48,0.29,13,0.19,1.99,0.47,0.33,59
MP7 | Armor Core (Well-Worn),EUR,0.21,0.28,,,,,0,,,,,0,0.21,0.22,0.22,0.22,2,0.11,0.22,0.16,0.14,34
Sticker | Dragon Lore Surf Ava (Foil),EUR,10,9.03,,,,,0,,,,,0,6.74,9.13,7.94,7.94,2,6.31,10,7.99,8.49,19
M4A1-S | Leaded Glass (Factory New),EUR,11.76,14.85,,,,,0,10.4,14.59,12.07,12.33,12,10.29,17.99,12.18,12,53,9.59,27.99,12.44,12.2,193
Souvenir USP-S | Royal Blue (Battle-Scarred),EUR,11.66,14.72,,,,,0,11.63,11.63,11.63,11.63,1,11.63,11.63,11.63,11.63,1,7.89,17.5,11.41,10.66,8
Sticker | Renegades (Foil) | Cologne 2015,EUR,7.99,6.42,,,,,0,,,,,0,6,6.08,6.04,6.04,2,6,6.08,6.04,6.04,2
Five-SeveN | Nitro (Factory New),EUR,,51.14,,,,,0,,,,,0,34.4,34.4,34.4,34.4,1,31.78,35.59,34.05,34.42,4
Sticker | Team EnVyUs | Boston 2018,EUR,4,4.64,,,,,0,,,,,0,3.79,4.35,4.11,4.2,7,2.83,4.35,3.68,3.72,24
Sticker | Hard Carry,EUR,0.04,0.05,,,,,0,,,,,0,0.03,0.03,0.03,0.03,7,0.02,0.11,0.04,0.03,22
★ StatTrak™ Bayonet | Night (Battle-Scarred),EUR,,196.3,,,,,0,,,,,0,,,,,0,,,,,0
R8 Revolver | Canal Spray (Well-Worn),EUR,5,2.07,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Chr1zN (Gold) | Austin 2025,EUR,,28.73,,,,,0,,,,,0,,,,,0,,,,,0
MAC-10 | Hot Snakes (Battle-Scarred),EUR,131.26,101.27,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Jame (Gold) | Antwerp 2022,EUR,8.5,7.17,,,,,0,,,,,0,,,,,0,5,6.13,5.57,5.56,2
Souvenir MP9 | Music Box (Well-Worn),EUR,0.25,0.25,,,,,0,,,,,0,0.2,0.2,0.2,0.2,1,0.2,2.15,0.61,0.4,17
Sticker | stadodo (Holo) | Copenhagen 2024,EUR,4.99,1.09,,,,,0,2.27,2.27,2.27,2.27,1,1.06,2.27,1.67,1.66,2,0.75,2.27,1.52,1.59,9
StatTrak™ CZ75-Auto | Hexane (Factory New),EUR,10.16,11.21,,,,,0,,,,,0,8.99,9.29,9.13,9.1,3,7.5,35,11.47,9.29,11
Sticker | Jimpphat | Copenhagen 2024,EUR,0.02,0.03,,,,,0,0.02,0.04,0.03,0.03,5,0.02,0.04,0.03,0.03,5,0.02,0.04,0.03,0.02,11
Sawed-Off | Spirit Board (Minimal Wear),EUR,0.07,0.11,0.07,0.07,0.07,0.07,3,0.06,0.12,0.08,0.08,40,0.06,0.12,0.09,0.08,162,0.06,0.6,0.13,0.09,582
Souvenir M4A4 | Eye of Horus (Well-Worn),EUR,,657.86,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Tyloo (Holo) | Stockholm 2021,EUR,20.46,25.19,24.75,24.75,24.75,24.75,1,17.68,24.75,22.01,23.34,14,8.92,24.75,14.14,13.88,394,8.25,24.75,13.09,12.38,597
MP9 | Starlight Protector (Factory New),EUR,13.41,15.9,11.4,14.24,12.86,12.89,4,10.92,18,13.44,13.6,21,9.54,50,14.73,14.49,112,9,50,15.19,14.59,335
XM1014 | XOXO (Well-Worn),EUR,2.33,1.65,1.71,3.2,2.09,1.72,4,1.2,3.2,1.72,1.71,12,1.08,3.2,1.55,1.46,34,1.08,3.21,1.63,1.52,76
Sticker | Mind Games (Holo),EUR,1.1,0.25,0.24,0.25,0.25,0.24,2,0.18,0.33,0.24,0.24,5,0.18,1.15,0.42,0.24,10,0.12,1.25,0.44,0.19,39
Sticker | acoR (Glitter) | Copenhagen 2024,EUR,0.14,0.04,,,,,0,,,,,0,,,,,0,0.02,0.03,0.03,0.03,5
★ Paracord Knife | Stained (Minimal Wear),EUR,122.9,155.28,,,,,0,129.51,129.51,129.51,129.51,1,103.62,148.09,124.49,128.98,14,103.62,160,130.54,130,31
Sticker | Team Spirit | Katowice 2019,EUR,10.2,5.34,,,,,0,7.98,7.98,7.98,7.98,1,7.98,7.98,7.98,7.98,1,3.82,10.09,7.75,7.98,5
Sticker | TRAVIS | Copenhagen 2024,EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,2
StatTrak™ G3SG1 | Black Sand (Battle-Scarred),EUR,0.62,0.83,,,,,0,,,,,0,,,,,0,0.65,0.65,0.65,0.65,1
★ StatTrak™ Bayonet | Night (Minimal Wear),EUR,,549.14,,,,,0,,,,,0,,,,,0,341,341,341,341,1
Sticker | luken (Gold) | Antwerp 2022,EUR,11.49,6.58,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | vexite (Glitter) | Rio 2022,EUR,0.49,0.11,,,,,0,0.08,0.08,0.08,0.08,1,0.08,0.75,0.56,0.65,7,0.08,0.75,0.43,0.5,10
Sticker | ISSAA (Gold) | London 2018,EUR,,80.7,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Fools Gold Wave Rider,EUR,0.36,0.41,,,,,0,0.31,0.31,0.31,0.31,1,0.31,0.31,0.31,0.31,2,0.22,0.36,0.33,0.35,14
StatTrak™ Glock-18 | Blue Fissure (Well-Worn),EUR,9.93,6.08,,,,,0,5.01,5.01,5.01,5.01,1,4.6,8,5.9,5.81,5,4.37,8,5.51,5.48,9
Sticker | Hello MP9 (Gold),EUR,2.95,1.46,,,,,0,,,,,0,1.89,1.99,1.94,1.94,2,0.9,2.16,1.57,1.61,8
Sticker | skullz | Paris 2023,EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,9,0.02,0.02,0.02,0.02,32,0.02,0.02,0.02,0.02,49
StatTrak™ AK-47 | Bloodsport (Field-Tested),EUR,260.79,316.2,246.59,267.74,257.17,257.16,2,214.08,267.74,246.65,250.67,11,211.12,297,245.13,246.23,44,192.78,297,237.55,239.5,118
Souvenir PP-Bizon | Brass (Factory New),EUR,97.41,110.01,,,,,0,,,,,0,76.92,76.92,76.92,76.92,1,76.92,76.92,76.92,76.92,1
Sticker | AMANEK (Gold) | Stockholm 2021,EUR,18.53,5.48,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Snax | Cluj-Napoca 2015,EUR,7.19,5.42,,,,,0,,,,,0,5.1,5.1,5.1,5.1,1,5,6.71,5.37,5.1,6
Sticker | FalleN | MLG Columbus 2016,EUR,6.55,7.55,,,,,0,,,,,0,5.81,6.06,5.94,5.94,2,5.81,8.35,6.93,6.78,4
StatTrak™ MP7 | Armor Core (Factory New),EUR,0.9,1.04,2.69,2.69,2.69,2.69,1,0.61,2.69,1.01,0.81,12,0.61,3.4,1.24,1.01,50,0.61,3.4,1.17,1.06,124
★ Falchion Knife | Forest DDPAT (Well-Worn),EUR,,130.76,,,,,0,,,,,0,114.78,114.78,114.78,114.78,1,103.52,122,111.3,111.69,5
★ Flip Knife | Case Hardened (Field-Tested),EUR,274.48,660.71,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir Nova | Candy Apple (Factory New),EUR,,166.1,,,,,0,,,,,0,,,,,0,,,,,0
G3SG1 | High Seas (Battle-Scarred),EUR,0.59,0.8,,,,,0,,,,,0,0.47,2.6,0.94,0.67,14,0.29,2.6,0.82,0.68,44
Sticker | GeT_RiGhT | Katowice 2019,EUR,1.68,0.59,,,,,0,,,,,0,0.49,0.53,0.51,0.51,2,0.41,0.53,0.48,0.49,3
Tec-9 | Rust Leaf (Field-Tested),EUR,33.67,35.59,,,,,0,27.09,35.01,32.64,34.23,4,26.5,35.01,29.91,27.75,8,23.43,35.01,29.04,27.75,12
M4A4 | Global Offensive (Field-Tested),EUR,24,27.12,,,,,0,13.99,23,19.84,22.52,3,13.99,24.18,21.96,22.79,15,13.99,24.18,21.23,21.96,36
Sticker | Team Spirit (Gold) | Austin 2025,EUR,192.83,69.05,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Boombl4 | Copenhagen 2024,EUR,0.14,0.04,,,,,0,,,,,0,0.03,0.14,0.09,0.09,8,0.02,0.2,0.08,0.04,32
★ StatTrak™ Survival Knife | Boreal Forest (Factory New),EUR,690.42,735.76,,,,,0,,,,,0,,,,,0,,,,,0
AWP | Hyper Beast (Minimal Wear),EUR,39.84,49.49,36.75,41.11,38.93,38.93,2,36.11,59.99,41.53,40.93,34,31.01,60.99,41.28,40.49,173,30,79.99,42.68,41.92,519
Sticker | zevy | Paris 2023,EUR,0.02,0.03,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,7,0.02,0.02,0.02,0.02,20,0.02,0.02,0.02,0.02,54
StatTrak™ R8 Revolver | Fade (Factory New),EUR,71.73,84.12,,,,,0,60.02,60.02,60.02,60.02,1,60.02,268.71,102.96,76.42,8,54.07,268.71,81.32,74.27,25
★ StatTrak™ Nomad Knife | Stained (Battle-Scarred),EUR,,263.4,,,,,0,,,,,0,230,230,230,230,1,195.83,230,212.92,212.92,2
Sticker | Ax1Le (Holo) | Copenhagen 2024,EUR,1.8,1.97,,,,,0,,,,,0,,,,,0,2.5,2.5,2.5,2.5,1
Glock-18 | Reactor (Field-Tested),EUR,7.71,9.71,7.14,7.14,7.14,7.14,1,7.14,7.14,7.14,7.14,1,6.97,11.8,8.29,7.57,7,5.55,11.8,8.01,7.58,34
PP-Bizon | Space Cat (Factory New),EUR,1.16,1.34,1.01,1.33,1.22,1.31,3,0.88,14.99,2.7,1.38,46,0.65,14.99,1.86,1.42,149,0.65,14.99,1.71,1.4,447
StatTrak™ P2000 | Sure Grip (Factory New),EUR,3,1.19,,,,,0,0.55,3.49,1.93,1.5,7,0.55,4.28,1.4,0.9,25,0.55,21.19,1.75,1.03,44
Sealed Graffiti | Piggles (Tracer Yellow),EUR,0.02,0.04,,,,,0,,,,,0,0.02,0.03,0.02,0.02,307,0.02,0.03,0.02,0.02,399
Sticker | NEO (Foil) | London 2018,EUR,10.99,5.89,,,,,0,,,,,0,7.05,7.05,7.05,7.05,1,7.05,7.05,7.05,7.05,1
★ Skeleton Knife | Safari Mesh (Field-Tested),EUR,187.96,235.29,,,,,0,213.7,218.09,215.9,215.9,2,166.14,220.69,194.03,194.72,16,162.71,246.65,196.36,196.16,55
★ Shadow Daggers | Stained (Minimal Wear),EUR,110.56,124.83,,,,,0,,,,,0,83.56,112.51,95.49,92.94,4,83.56,114.49,99.74,99.46,6
Patch | Vigilance,EUR,1.68,0.67,1.32,1.32,1.32,1.32,1,0.53,1.78,1.09,1.15,5,0.53,1.78,1.1,1.15,17,0.48,2.4,0.9,0.78,75
Sticker | rain | Katowice 2019,EUR,1.66,1.38,,,,,0,,,,,0,1.22,2.69,2,2.04,4,1.04,2.69,2.02,2.39,8
Sticker | Natus Vincere (Holo) | Katowice 2014,EUR,,10389.75,,,,,0,,,,,0,,,,,0,9690,9690,9690,9690,1
StatTrak™ M4A4 | Etch Lord (Battle-Scarred),EUR,1.23,1.63,1.22,1.22,1.22,1.22,1,1.22,3.74,1.64,1.48,11,0.84,6.5,1.58,1.34,40,0.84,13,1.82,1.57,106
StatTrak™ M4A4 | Howl (Well-Worn),EUR,,8061.28,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | IHC Esports (Gold) | Rio 2022,EUR,8.71,3.23,,,,,0,,,,,0,,,,,0,3.41,6.3,5.28,6.14,3
Sticker | coldzera | MLG Columbus 2016,EUR,5.99,4.39,,,,,0,,,,,0,3.19,4,3.48,3.37,4,3.11,4.99,3.85,3.82,10
StatTrak™ MAG-7 | Foresight (Battle-Scarred),EUR,0.08,0.13,,,,,0,0.1,0.1,0.1,0.1,1,0.1,0.16,0.12,0.12,14,0.08,0.16,0.12,0.12,44
Sticker | ZywOo | Copenhagen 2024,EUR,0.02,0.03,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,1,0.02,0.03,0.02,0.02,26,0.02,0.13,0.03,0.02,56
★ StatTrak™ Kukri Knife | Blue Steel (Factory New),EUR,,426.66,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir Nova | Sand Dune (Well-Worn),EUR,57.55,17.05,,,,,0,,,,,0,,,,,0,,,,,0
P2000 | Wicked Sick (Factory New),EUR,10.99,11.66,,,,,0,23.13,28.84,26.39,27.2,3,8.28,30.69,15.85,14.24,22,8.28,30.69,13.88,11.74,56
MAC-10 | Red Filigree (Minimal Wear),EUR,77.48,80.61,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ UMP-45 | Exposure (Well-Worn),EUR,1.47,1.36,,,,,0,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,1,0.84,3.02,1.42,1.18,16
★ StatTrak™ Shadow Daggers | Black Laminate (Factory New),EUR,,297.48,,,,,0,,,,,0,195,218.47,206.74,206.74,2,195,905.81,439.76,218.47,3
Sticker | olofmeister (Gold) | London 2018,EUR,,151.18,,,,,0,,,,,0,,,,,0,,,,,0
★ Huntsman Knife | Damascus Steel (Well-Worn),EUR,168.23,185.64,,,,,0,,,,,0,156.75,156.75,156.75,156.75,1,156.75,156.75,156.75,156.75,1
★ Classic Knife | Crimson Web (Minimal Wear),EUR,316.53,386.57,,,,,0,286.47,286.47,286.47,286.47,1,270.75,350,307.36,311.6,12,260.35,402.82,315.05,315.73,27
StatTrak™ P90 | Virus (Battle-Scarred),EUR,3.41,3.87,,,,,0,,,,,0,,,,,0,2.81,2.81,2.81,2.81,1
MP5-SD | Autumn Twilly (Minimal Wear),EUR,6.15,6.29,,,,,0,4.72,7.34,6.03,6.03,2,4.57,7.69,6.38,6.98,11,4.53,7.79,5.82,5.8,38
★ Kukri Knife | Safari Mesh (Battle-Scarred),EUR,127,130.59,,,,,0,,,,,0,83.43,130,100.45,96.62,7,70.7,147.35,113.46,112.78,28
MP7 | Urban Hazard (Factory New),EUR,0.25,0.31,0.23,162.3,27.25,0.23,6,0.2,162.3,14.97,0.23,11,0.15,162.3,3.01,0.25,61,0.15,162.3,1.27,0.25,177
Sticker | brnz4n (Holo) | Shanghai 2024,EUR,0.25,0.25,,,,,0,0.2,0.2,0.2,0.2,1,0.2,0.22,0.21,0.21,2,0.15,0.27,0.2,0.2,11
StatTrak™ Tec-9 | Snek-9 (Well-Worn),EUR,0.31,0.4,,,,,0,,,,,0,0.28,0.3,0.29,0.3,3,0.24,0.51,0.35,0.35,19
Sticker | yel | Berlin 2019,EUR,2.78,1.02,3.42,3.42,3.42,3.42,1,3.42,3.42,3.42,3.42,1,0.93,3.42,1.43,1,10,0.93,3.5,1.83,1.42,21
P2000 | Marsh (Battle-Scarred),EUR,,0.2,,,,,0,0.15,0.15,0.15,0.15,1,0.15,0.59,0.24,0.16,7,0.13,0.59,0.23,0.16,8
★ StatTrak™ Shadow Daggers | Lore (Factory New),EUR,333,366,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | NBK- (Gold) | Berlin 2019,EUR,16.77,8.83,,,,,0,,,,,0,,,,,0,11.94,11.94,11.94,11.94,1
★ Flip Knife | Urban Masked (Field-Tested),EUR,160,193.07,,,,,0,,,,,0,165.71,176.18,170.02,169.8,5,101.57,218.25,173.58,174.76,21
Souvenir FAMAS | Styx (Well-Worn),EUR,,15.95,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | RUSH (Foil) | Boston 2018,EUR,18.4,13.75,,,,,0,,,,,0,14.5,14.5,14.5,14.5,1,14.5,14.5,14.5,14.5,1
★ Driver Gloves | Convoy (Factory New),EUR,884.54,545.25,,,,,0,,,,,0,,,,,0,,,,,0
Operation Hydra Case Key,EUR,2.14,2.93,2.15,2.3,2.28,2.3,9,2.08,2.3,2.25,2.29,35,2.08,2.3,2.28,2.3,200,1.9,2.31,2.26,2.3,872
Sticker | SicK | London 2018,EUR,1.89,0.68,,,,,0,,,,,0,0.49,0.49,0.49,0.49,1,0.49,0.61,0.55,0.55,2
Sticker | Bad News Eagles | Rio 2022,EUR,0.03,0.03,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,134,0.02,0.02,0.02,0.02,242,0.02,0.02,0.02,0.02,257
★ Navaja Knife | Forest DDPAT (Battle-Scarred),EUR,124.21,102.47,,,,,0,,,,,0,74.6,86.7,80.82,81.17,3,74.6,98.07,86.6,86.7,7
★ StatTrak™ Paracord Knife | Case Hardened (Field-Tested),EUR,,1236.84,,,,,0,,,,,0,1349,1349,1349,1349,1,1349,1349,1349,1349,1
Sticker | Passion UA | Shanghai 2024,EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,4,0.02,0.03,0.02,0.02,258,0.02,0.03,0.02,0.02,341
StatTrak™ P2000 | Handgun (Well-Worn),EUR,1.3,1.51,,,,,0,1.11,1.19,1.15,1.15,2,1.06,1.36,1.19,1.15,7,0.93,1.42,1.19,1.19,23
★ Talon Knife | Night Stripe (Minimal Wear),EUR,381.17,477.16,,,,,0,356.91,421.9,389.41,389.4,2,356.91,436.22,394.91,406.09,9,356.91,454.86,411.86,415,18
★ Talon Knife | Rust Coat (Well-Worn),EUR,,468.79,,,,,0,,,,,0,381.99,421.19,401.59,401.59,2,346.45,435.25,398.53,418.61,7
Sticker | iBUYPOWER | Katowice 2014,EUR,,3809.58,,,,,0,,,,,0,,,,,0,2739.99,2850,2795,2795,2
Paris 2023 Challengers Sticker Capsule,EUR,0.1,0.09,0.08,0.1,0.1,0.1,214,0.06,0.24,0.1,0.1,1067,0.05,0.4,0.09,0.09,11271,0.04,0.4,0.08,0.08,31332
StatTrak™ USP-S | Stainless (Factory New),EUR,99.97,101.59,107.69,107.69,107.69,107.69,1,75.6,107.69,91.74,91.93,3,75.47,209.99,102.62,90.12,8,75.47,209.99,108.47,95.96,22
★ StatTrak™ Shadow Daggers | Stained (Well-Worn),EUR,,127.03,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ Tec-9 | Decimator (Field-Tested),EUR,33.48,38.97,,,,,0,29.32,35.35,32.33,31.94,5,27.76,39.26,33.62,34.44,15,26.01,49.99,33.89,32.76,56
Souvenir XM1014 | Blue Spruce (Factory New),EUR,,1109.3,,,,,0,,,,,0,,,,,0,,,,,0
MP5-SD | Dirt Drop (Minimal Wear),EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.03,0.02,0.02,142,0.02,0.04,0.02,0.02,230
Sealed Graffiti | Death Sentence (Monarch Blue),EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,0.09,0.09,0.09,0.09,1
★ Bayonet | Stained (Battle-Scarred),EUR,220,268.79,,,,,0,,,,,0,202.56,251.7,228.44,231.07,3,202.56,278.01,238.85,235.54,10
Sticker | ANDROID (Foil) | London 2018,EUR,9.99,7.21,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | friberg | Cologne 2016,EUR,4.49,2.94,,,,,0,,,,,0,,,,,0,2.86,2.86,2.86,2.86,1
Sticker | kabal (Gold) | Antwerp 2022,EUR,9.38,4.08,,,,,0,,,,,0,4.12,4.12,4.12,4.12,1,4.12,4.12,4.12,4.12,1
Sealed Graffiti | Rly (Princess Pink),EUR,1,0.18,,,,,0,,,,,0,0.16,0.16,0.16,0.16,1,0.11,0.18,0.15,0.16,6
Souvenir M4A1-S | Imminent Danger (Well-Worn),EUR,,948.79,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | friberg (Foil) | MLG Columbus 2016,EUR,13,8.29,,,,,0,,,,,0,,,,,0,14.99,14.99,14.99,14.99,1
StatTrak™ P90 | Shallow Grave (Minimal Wear),EUR,11.71,11.09,,,,,0,8.14,11.58,9.27,8.89,6,6,13.77,9.38,9.1,17,6,13.77,9.36,9.07,47
Sticker | mezii (Glitter) | Rio 2022,EUR,0.2,0.08,,,,,0,,,,,0,,,,,0,0.04,0.04,0.04,0.04,2
Sticker | acoR (Holo) | Rio 2022,EUR,0.61,0.47,,,,,0,,,,,0,,,,,0,,,,,0
★ Sport Gloves | Vice (Field-Tested),EUR,1050,1271.66,1375,1375,1375,1375,1,991.23,2671.29,1531.8,1342.7,16,956.95,2730,1371.18,1291.65,68,845.88,3731.85,1315.62,1165.04,272
Sticker | ENCE (Holo) | Rio 2022,EUR,4,1.76,,,,,0,1.27,1.27,1.27,1.27,1,1.19,4.99,2.06,1.75,29,0.69,4.99,2.03,1.91,57
Sticker | mousesports | Katowice 2014,EUR,,687.65,,,,,0,,,,,0,,,,,0,440.82,440.82,440.82,440.82,1
★ StatTrak™ M9 Bayonet | Ultraviolet (Field-Tested),EUR,729,722.99,,,,,0,580.38,580.38,580.38,580.38,1,574.09,580.38,577.24,577.24,2,534.08,580.38,562.85,574.09,3
Anubis Collection Package,EUR,1.28,1.54,1.38,1.38,1.38,1.38,87,1.3,1.38,1.38,1.38,438,1.12,1.38,1.36,1.38,1440,1.04,3.2,1.38,1.38,4425
Sealed Graffiti | Flipsid3 Tactics | Boston 2018,EUR,2.52,1.96,,,,,0,,,,,0,1.62,1.62,1.62,1.62,1,1.2,1.62,1.41,1.41,2
StatTrak™ Five-SeveN | Scumbria (Battle-Scarred),EUR,0.28,0.32,,,,,0,,,,,0,,,,,0,0.3,0.45,0.38,0.37,19
Sticker | snow (Foil) | Austin 2025,EUR,,0.23,,,,,0,,,,,0,,,,,0,,,,,0
Sawed-Off | Forest DDPAT (Well-Worn),EUR,0.02,0.04,,,,,0,,,,,0,0.02,0.02,0.02,0.02,3,0.02,0.03,0.02,0.02,18
StatTrak™ FAMAS | Pulse (Minimal Wear),EUR,11,13.73,,,,,0,10.15,11.11,10.63,10.63,2,6.13,133.7,22.44,12.08,11,6.13,133.7,16.15,12.11,32
StatTrak™ Desert Eagle | Heirloom (Minimal Wear),EUR,,22.93,,,,,0,20.08,24.04,22.06,22.06,2,16.74,42.8,25.46,24.06,8,16.26,50,23.36,21.38,29
Sawed-Off | Irradiated Alert (Minimal Wear),EUR,3.65,3.86,,,,,0,4,4,4,4,1,2.7,4,3.12,2.88,4,2.7,4.64,3.53,3.75,7
Sticker | twist | Atlanta 2017,EUR,7.99,3.33,,,,,0,,,,,0,2.5,2.5,2.5,2.5,1,2.5,2.5,2.5,2.5,1
AK-47 | Point Disarray (Field-Tested),EUR,10,12.34,8.96,12.11,10.77,11,4,8.83,12.89,10.49,10.48,26,7.37,22.9,10.53,10.05,129,7.37,44,11.47,11.24,504
★ Karambit | Lore (Minimal Wear),EUR,1549.5,1757.28,,,,,0,1485.41,1485.41,1485.41,1485.41,1,1253.81,1660.57,1484.83,1485.41,9,1224.56,1660.57,1421.12,1446.87,24
★ StatTrak™ Flip Knife | Doppler (Minimal Wear),EUR,,3157.89,,,,,0,,,,,0,3000,3000,3000,3000,1,3000,3000,3000,3000,1
★ Falchion Knife | Urban Masked (Minimal Wear),EUR,189.21,182.68,,,,,0,131.83,156.89,144.36,144.36,2,121.66,158.76,139.38,134.08,6,116.5,171.75,144.92,150,15
ESL One Cologne 2014 Inferno Souvenir Package,EUR,453.3,380.83,,,,,0,,,,,0,,,,,0,,,,,0
AWP | CMYK (Battle-Scarred),EUR,103,113.35,,,,,0,89,103.48,96.37,96.5,4,78.9,103.48,92.51,93.66,8,78.9,154.24,115.89,103.81,26
Sticker | RpK (Gold) | Katowice 2019,EUR,59.99,38.46,,,,,0,,,,,0,,,,,0,,,,,0
★ Navaja Knife | Forest DDPAT (Field-Tested),EUR,85.79,100.48,76.71,76.71,76.71,76.71,1,76.71,85.42,81.07,81.06,2,71.3,87.73,80.36,80.86,8,71.3,93.45,83.55,85.01,27
Sticker | King on the Field,EUR,1029.99,1250.28,,,,,0,891.05,891.05,891.05,891.05,1,891.05,891.05,891.05,891.05,1,891.05,891.05,891.05,891.05,1
★ M9 Bayonet | Marble Fade (Minimal Wear),EUR,,1713.16,,,,,0,,,,,0,1281.62,1281.62,1281.62,1281.62,1,1161.46,1350,1254.67,1259.6,7
Sticker | nitr0 (Foil) | Cluj-Napoca 2015,EUR,21.37,18.16,,,,,0,,,,,0,18.02,18.02,18.02,18.02,1,18.02,18.02,18.02,18.02,1
Souvenir MP9 | Sand Dashed (Well-Worn),EUR,0.97,0.43,,,,,0,,,,,0,0.6,0.6,0.6,0.6,1,0.31,4,1.11,0.35,5
★ Specialist Gloves | Emerald Web (Battle-Scarred),EUR,619.8,672.79,,,,,0,507.39,507.39,507.39,507.39,1,507.39,659.1,583.25,583.24,2,458.48,700,537,515.24,16
PP-Bizon | Embargo (Minimal Wear),EUR,2.49,3.26,,,,,0,2.5,2.5,2.5,2.5,1,2.33,3.94,2.98,2.8,6,2.27,4.38,2.81,2.59,21
Sticker | Nemiga | Austin 2025,EUR,0.17,0.04,0.04,0.15,0.08,0.04,3,0.03,0.15,0.07,0.04,6,0.03,0.15,0.07,0.04,6,0.03,0.15,0.07,0.04,6
Sticker | nex (Foil) | MLG Columbus 2016,EUR,20,9.02,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Grim (Glitter) | Shanghai 2024,EUR,0.17,0.08,,,,,0,,,,,0,0.08,0.08,0.08,0.08,1,0.02,0.25,0.05,0.04,15
Sticker | Dycha (Holo) | Paris 2023,EUR,0.39,0.16,,,,,0,,,,,0,0.08,0.13,0.1,0.08,3,0.08,0.59,0.22,0.13,13
Desert Eagle | Code Red (Battle-Scarred),EUR,16.56,21.65,16.33,18.89,17.74,18,3,15.26,19.69,18.4,18.89,13,15.06,21.84,17.57,17.49,54,15,22.99,18.08,17.5,144
Nova | Quick Sand (Factory New),EUR,25.26,32.79,,,,,0,,,,,0,22.26,25.44,24.42,24.67,7,18,25.44,21.88,21.96,24
Sticker | FaZe Clan (Holo) | Rio 2022,EUR,2.13,1.6,,,,,0,2.12,2.12,2.12,2.12,1,1.27,5.33,2.68,2.13,9,1.27,9.99,2.91,2.3,43
★ StatTrak™ Nomad Knife | Blue Steel (Well-Worn),EUR,,313.54,,,,,0,,,,,0,,,,,0,276.56,276.56,276.56,276.56,1
M4A4 | Naval Shred Camo (Field-Tested),EUR,0.35,0.36,0.26,0.26,0.26,0.26,2,0.26,0.82,0.42,0.35,19,0.2,1.5,0.58,0.35,72,0.17,2.25,0.6,0.35,101
StatTrak™ SG 553 | Heavy Metal (Field-Tested),EUR,0.41,0.55,0.42,0.42,0.42,0.42,4,0.4,0.42,0.42,0.42,6,0.39,0.49,0.42,0.42,11,0.28,1.06,0.43,0.4,57
★ StatTrak™ Nomad Knife | Boreal Forest (Factory New),EUR,,689.96,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Navaja Knife | Doppler (Minimal Wear),EUR,,789.47,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | fer (Gold) | London 2018,EUR,129.99,66.78,,,,,0,,,,,0,,,,,0,,,,,0
"Music Kit | Knock2, Make U SWEAT!",EUR,1.1,1.22,,,,,0,0.73,1.49,1.12,1.13,13,0.69,1.49,1.13,1.18,47,0.69,3,1.22,1.21,193
