market_hash_name,currency,current_min_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
Paris 2023 Nuke Souvenir Package,EUR,1.85,1.8,1.92,1.85,1.8,5,1.61,2.03,1.84,1.85,15,1.4,2.25,1.88,1.93,85,1.4,2.96,1.91,1.93,203
Sticker | Astralis (Holo) | Cologne 2016,EUR,33.59,,,,,0,29.3,31.9,30.17,29.3,3,29.3,31.9,29.95,29.78,8,20.82,40,26.71,25.79,33
R8 Revolver | Banana Cannon (Field-Tested),EUR,0.2,0.23,0.23,0.23,0.23,2,0.2,0.93,0.31,0.26,48,0.18,0.93,0.28,0.26,134,0.18,0.93,0.31,0.3,504
Sticker | neaLaN (Glitter) | Rio 2022,EUR,0.19,0.05,0.05,0.05,0.05,1,0.05,0.05,0.05,0.05,1,0.04,0.05,0.05,0.04,2,0.03,0.05,0.04,0.04,4
StatTrak™ FAMAS | Hexane (Factory New),EUR,10,6.49,6.49,6.49,6.49,1,6.49,11.19,8.99,9.12,9,6.1,22.22,9.53,8.69,15,6.1,22.22,8.78,8.41,35
Sealed Graffiti | Backstab (War Pig Pink),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,13
StatTrak™ SSG 08 | Mainframe 001 (Well-Worn),EUR,0.07,0.07,0.07,0.07,0.07,1,0.07,0.08,0.07,0.07,5,0.06,0.1,0.08,0.08,36,0.06,0.36,0.09,0.09,106
Sealed Graffiti | Choke (Battle Green),EUR,4.1,,,,,0,,,,,0,0.49,0.49,0.49,0.49,1,0.21,0.49,0.32,0.29,4
★ Gut Knife | Ultraviolet (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,105.59,117,111.3,111.3,2
Sticker | Boombl4 | Copenhagen 2024,EUR,0.14,,,,,0,,,,,0,0.03,0.14,0.09,0.09,8,0.02,0.2,0.08,0.04,33
★ Survival Knife | Case Hardened (Well-Worn),EUR,164.5,,,,,0,,,,,0,135.19,250,173.92,158.45,9,134.76,250,163.49,158.45,37
R8 Revolver | Cobalt Grip (Field-Tested),EUR,0.13,0.03,0.04,0.03,0.03,3,0.03,0.04,0.03,0.03,18,0.02,0.04,0.03,0.03,97,0.02,0.95,0.04,0.03,161
"Sticker | Hi, My Game Is",EUR,0.65,,,,,0,0.2,0.26,0.23,0.23,7,0.2,1.5,0.36,0.24,23,0.2,1.5,0.32,0.26,66
StatTrak™ MAC-10 | Last Dive (Factory New),EUR,6.57,,,,,0,5.79,5.79,5.79,5.79,1,5.31,7.07,5.89,5.58,4,4.35,7.07,5.48,5.58,20
★ StatTrak™ Butterfly Knife | Bright Water (Minimal Wear),EUR,,,,,,0,,,,,0,956.51,1070.85,1013.68,1013.68,2,834.76,1165.6,1000.47,1000,12
Desert Eagle | Serpent Strike (Factory New),EUR,2.09,1.85,8.15,2.67,2.48,20,1.47,8.15,2.52,2.52,153,1.29,23.82,2.56,2.4,753,1.23,23.82,2.96,2.46,1250
XM1014 | Gum Wall Camo (Minimal Wear),EUR,0.92,,,,,0,0.33,1.23,0.61,0.42,12,0.27,2.95,0.7,0.43,41,0.27,2.95,0.65,0.44,56
Sticker | Perfecto (Gold) | Shanghai 2024,EUR,3.29,,,,,0,,,,,0,,,,,0,1.54,1.61,1.58,1.58,2
Sealed Graffiti | Bling (Wire Blue),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,14
UMP-45 | Crimson Foil (Field-Tested),EUR,4.43,3.51,4.5,3.95,3.85,13,3.51,4.9,4.1,3.98,46,3.24,5.13,4.08,3.96,154,2.7,9.32,4.25,4.19,573
Sticker | iBUYPOWER | Katowice 2014,EUR,,,,,,0,,,,,0,,,,,0,2739.99,2850,2795,2795,2
Sticker | MATYS (Glitter) | Shanghai 2024,EUR,0.25,,,,,0,,,,,0,0.04,0.04,0.04,0.04,1,0.02,0.3,0.1,0.03,4
Sawed-Off | Wasteland Princess (Field-Tested),EUR,2.04,1.77,2.31,1.95,1.85,4,1.65,2.59,1.97,1.8,13,1.65,3.31,2.02,1.9,44,1.2,3.7,2.13,1.94,120
Sticker | SK Gaming (Holo) | Boston 2018,EUR,20,,,,,0,,,,,0,17.29,20.99,19.28,19.57,3,11.33,20.99,16.92,16.89,6
StatTrak™ FAMAS | Survivor Z (Minimal Wear),EUR,1.11,1.01,1.01,1.01,1.01,1,1.01,1.99,1.28,1.18,6,1.01,3.06,1.4,1.22,17,1.01,4.26,1.56,1.46,60
Sticker | Dirty Money,EUR,0.92,0.3,0.39,0.35,0.34,2,0.3,1.02,0.5,0.4,41,0.29,1.03,0.55,0.4,103,0.29,1.35,0.6,0.49,265
Sticker | bLitz (Gold) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Snax (Foil) | Krakow 2017,EUR,26.62,,,,,0,,,,,0,28.66,28.66,28.66,28.66,1,13.68,28.75,25.18,27.61,5
Sticker | Grim (Glitter) | Shanghai 2024,EUR,0.17,,,,,0,,,,,0,0.08,0.08,0.08,0.08,1,0.02,0.25,0.05,0.04,15
Sticker | Ninjas in Pyjamas (Holo) | Cologne 2016,EUR,14.77,,,,,0,,,,,0,11,11,11,11,1,5.21,14.49,8.61,8.4,18
★ StatTrak™ Skeleton Knife | Stained (Battle-Scarred),EUR,365,,,,,0,,,,,0,276.8,320.62,298.71,298.71,2,276.8,370.66,322.69,320.62,3
SG 553 | Danger Close (Minimal Wear),EUR,0.12,0.11,0.14,0.11,0.11,8,0.11,0.14,0.12,0.11,18,0.07,0.14,0.11,0.11,54,0.07,0.68,0.12,0.11,188
StatTrak™ Five-SeveN | Buddy (Minimal Wear),EUR,2.5,,,,,0,2.11,3.28,2.83,2.97,4,1.94,3.28,2.43,2.36,14,1.77,3.9,2.45,2.39,45
Sticker | BLAST.tv (Gold) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | noway (Glitter) | Shanghai 2024,EUR,0.18,,,,,0,0.04,0.18,0.05,0.04,25,0.04,0.18,0.05,0.04,32,0.02,0.2,0.06,0.04,48
Sticker | Team Dignitas | DreamHack 2014,EUR,73.79,,,,,0,,,,,0,,,,,0,55.04,73,63.89,64.5,14
M4A1-S | Golden Coil (Field-Tested),EUR,53.49,46.55,70,55.69,54.56,10,45.31,85,57.37,55,52,44.93,149.99,56.29,55,229,41.39,151.43,57.45,56.62,603
MP7 | Gunsmoke (Well-Worn),EUR,2.21,,,,,0,,,,,0,,,,,0,1.32,1.55,1.47,1.53,3
Sticker | qikert (Champion) | Rio 2022,EUR,0.02,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,4,0.02,0.02,0.02,0.02,31,0.02,0.03,0.02,0.02,38
P2000 | Turf (Well-Worn),EUR,0.14,,,,,0,,,,,0,0.13,0.14,0.13,0.13,3,0.13,0.16,0.14,0.13,21
Sticker | volt | Copenhagen 2024,EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,1
StatTrak™ UMP-45 | Momentum (Field-Tested),EUR,8.08,,,,,0,7,7.49,7.25,7.24,2,6.25,7.83,7.07,7,18,5.63,8.99,7,7,59
SCAR-20 | Grotto (Minimal Wear),EUR,0.27,0.26,0.26,0.26,0.26,1,0.26,0.32,0.3,0.3,11,0.23,0.36,0.3,0.3,18,0.23,4.85,0.42,0.31,52
"Sticker | Jame (Holo, Champion) | Rio 2022",EUR,1.16,,,,,0,,,,,0,0.65,0.66,0.66,0.66,2,0.42,0.66,0.54,0.52,7
Sticker | Brehze (Gold) | Rio 2022,EUR,6.32,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ SG 553 | Atlas (Battle-Scarred),EUR,0.14,,,,,0,0.15,0.15,0.15,0.15,2,0.14,0.15,0.15,0.15,3,0.08,0.38,0.19,0.17,17
★ StatTrak™ Huntsman Knife | Case Hardened (Factory New),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Specialist Gloves | Emerald Web (Well-Worn),EUR,1063.83,,,,,0,,,,,0,911.76,1356.54,1062.31,990.46,4,715.24,1356.54,881.27,828.87,23
StatTrak™ P250 | X-Ray (Field-Tested),EUR,1.29,,,,,0,1.22,11.19,4.81,2.02,3,1.04,11.19,2.28,1.35,11,0.91,11.19,1.66,1.3,35
Sticker | Runtime (Holo),EUR,5.35,,,,,0,4.67,5.39,5.03,5.02,4,4.26,5.99,5.01,5.37,27,3.87,6.27,5.2,5.39,102
Desert Eagle | Calligraffiti (Field-Tested),EUR,0.08,0.07,0.29,0.13,0.07,4,0.07,0.29,0.1,0.08,20,0.05,0.29,0.08,0.07,118,0.05,0.47,0.11,0.11,504
Souvenir Tec-9 | Red Quartz (Minimal Wear),EUR,33.99,,,,,0,,,,,0,,,,,0,15.2,19.95,18.09,18.6,4
Sticker | AZR (Foil) | Katowice 2019,EUR,3.89,,,,,0,3.49,3.49,3.49,3.49,1,3.4,3.9,3.6,3.49,3,1.85,3.9,3.13,3.4,5
Sticker | nitr0 | Cologne 2016,EUR,3.9,,,,,0,3.22,3.22,3.22,3.22,1,3.22,3.22,3.22,3.22,1,2.55,3.22,2.89,2.88,2
★ Butterfly Knife | Safari Mesh (Minimal Wear),EUR,927.4,,,,,0,,,,,0,718.82,730.13,724.48,724.48,2,646.39,825.05,725.42,724.48,10
Sticker | G2 Esports (Holo) | Berlin 2019,EUR,2.62,,,,,0,,,,,0,0.47,2.99,1.73,2.29,5,0.47,2.99,1.48,0.6,14
Sticker | Skadoodle | MLG Columbus 2016,EUR,58.02,,,,,0,,,,,0,9.39,9.39,9.39,9.39,1,9.39,11.9,10.65,10.64,2
★ StatTrak™ Paracord Knife | Safari Mesh (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | adamS (Holo) | Copenhagen 2024,EUR,3.98,2.98,3.03,3,2.98,3,2.29,3.03,2.82,2.98,4,2.29,3.03,2.82,2.98,4,1.48,3.03,2.55,2.98,5
PP-Bizon | Cold Cell (Factory New),EUR,0.26,0.19,1.9,0.78,0.26,3,0.15,1.9,0.33,0.26,54,0.1,1.9,0.28,0.2,227,0.1,3.57,0.29,0.23,779
StatTrak™ USP-S | PC-GRN (Field-Tested),EUR,0.31,0.33,0.4,0.37,0.36,2,0.27,0.52,0.35,0.34,75,0.22,0.89,0.37,0.35,245,0.22,3,0.49,0.38,394
Sticker | Hello Galil AR (Gold),EUR,1.4,,,,,0,,,,,0,,,,,0,1.01,2.58,1.98,2.49,7
P250 | Crimson Kimono (Minimal Wear),EUR,34.26,,,,,0,33.5,33.5,33.5,33.5,1,24.13,33.5,28.95,28.24,9,19.72,33.5,25.65,26.85,35
Souvenir Galil AR | Cerberus (Minimal Wear),EUR,98.5,,,,,0,88.19,88.19,88.19,88.19,1,88.19,100,94.1,94.1,2,70.42,100,86.2,88.19,3
SG 553 | Army Sheen (Field-Tested),EUR,0.02,,,,,0,0.03,0.03,0.03,0.03,200,0.02,0.04,0.03,0.03,279,0.02,0.07,0.02,0.02,778
StatTrak™ USP-S | Orion (Well-Worn),EUR,,,,,,0,79.9,79.9,79.9,79.9,1,76.52,79.9,78.21,78.21,2,76.52,79.9,78.21,78.21,2
StatTrak™ AWP | PAW (Minimal Wear),EUR,6.39,6.99,6.99,6.99,6.99,1,6.06,7.54,6.95,7.16,10,5.17,14.2,7.29,7.33,35,5,90.91,8.6,7.71,150
★ StatTrak™ Bowie Knife | Night (Field-Tested),EUR,,,,,,0,119.51,119.51,119.51,119.51,1,119.51,174.57,147.04,147.04,2,119.51,174.57,142.86,148.41,5
Sticker | slaxz- (Holo) | Rio 2022,EUR,2.47,,,,,0,,,,,0,2.35,2.42,2.39,2.38,2,1.12,2.42,1.77,1.77,4
Sticker | s1mple (Holo) | Rio 2022,EUR,7.1,,,,,0,,,,,0,8.99,8.99,8.99,8.99,1,4.24,8.99,7.2,6.99,6
Sticker | dycha (Glitter) | Antwerp 2022,EUR,0.02,,,,,0,,,,,0,0.02,0.03,0.03,0.02,2,0.02,0.03,0.02,0.02,5
P250 | Contaminant (Factory New),EUR,1.89,,,,,0,1.1,1.77,1.42,1.43,7,1.05,3.82,1.47,1.37,17,0.82,5,1.46,1.18,44
Sticker | bondik (Foil) | Cologne 2015,EUR,8.54,,,,,0,,,,,0,9.83,9.83,9.83,9.83,1,9.83,9.83,9.83,9.83,1
Sticker | flusha (Foil) | MLG Columbus 2016,EUR,,,,,,0,,,,,0,12.91,12.91,12.91,12.91,1,12.91,12.91,12.91,12.91,1
MP5-SD | Acid Wash (Battle-Scarred),EUR,1,,,,,0,,,,,0,0.8,0.9,0.85,0.85,2,0.73,1.54,0.89,0.8,9
StatTrak™ P90 | Freight (Factory New),EUR,0.79,1.01,1.01,1.01,1.01,1,1.01,1.01,1.01,1.01,1,0.56,1.8,1.01,0.9,17,0.56,9.92,1.13,0.9,73
Sticker | FaZe Clan (Gold) | Copenhagen 2024,EUR,11.49,,,,,0,,,,,0,3.85,19.4,9.81,8.12,9,2.77,19.4,5.96,4.33,28
Sealed Graffiti | Popdog (Princess Pink),EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,4,0.02,0.02,0.02,0.02,17
SSG 08 | Halftone Whorl (Minimal Wear),EUR,0.15,0.12,0.15,0.14,0.14,2,0.12,0.24,0.17,0.15,9,0.09,0.24,0.13,0.12,27,0.07,0.33,0.16,0.12,153
Sticker | iM (Holo) | Copenhagen 2024,EUR,1.69,,,,,0,,,,,0,0.5,0.66,0.58,0.58,2,0.38,1.55,0.72,0.44,8
Souvenir P2000 | Granite Marbleized (Field-Tested),EUR,40,,,,,0,,,,,0,,,,,0,,,,,0
Negev | Wall Bang (Well-Worn),EUR,0.1,0.05,0.05,0.05,0.05,1,0.05,0.93,0.15,0.05,9,0.03,0.93,0.06,0.05,96,0.02,0.93,0.06,0.06,394
M4A4 | Global Offensive (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,21.16,21.16,21.16,21.16,1
Sticker | Speedy T,EUR,0.24,0.12,0.12,0.12,0.12,3,0.12,0.45,0.25,0.19,7,0.12,0.8,0.25,0.21,24,0.12,0.85,0.29,0.24,67
Souvenir P90 | Verdant Growth (Well-Worn),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,9
R8 Revolver | Skull Crusher (Battle-Scarred),EUR,1.35,1.67,1.67,1.67,1.67,1,1.67,1.77,1.72,1.72,2,1.26,2.3,1.66,1.64,27,0.83,2.82,1.49,1.31,149
Sticker | Devouring Flame (Holo),EUR,2.67,1.73,1.73,1.73,1.73,1,1.73,1.73,1.73,1.73,1,1.73,1.88,1.81,1.8,2,1.31,2.83,1.91,1.89,15
Sticker | Ninjas in Pyjamas | DreamHack 2014,EUR,19.38,,,,,0,17.89,17.89,17.89,17.89,2,15.16,20,18.12,18,11,15.16,30,20.17,20,26
Sticker | fame (Glitter) | Rio 2022,EUR,1.99,,,,,0,,,,,0,0.5,1.98,1.24,1.24,2,0.5,2.99,1.33,0.76,15
★ StatTrak™ Bowie Knife | Case Hardened (Minimal Wear),EUR,350,,,,,0,,,,,0,,,,,0,269.94,279,274.47,274.47,2
★ Classic Knife | Urban Masked (Field-Tested),EUR,144.58,,,,,0,138.07,147.69,142.88,142.88,2,125,156,138.13,137.22,12,125,179.99,147.89,147.48,52
★ Nomad Knife | Night Stripe (Minimal Wear),EUR,222.29,,,,,0,186.72,202.01,195.92,199.03,3,171,247.27,202.86,200.52,6,167.62,247.27,198.35,195,17
Sticker | FURIA (Gold) | Antwerp 2022,EUR,6.99,,,,,0,3.87,4.99,4.7,4.97,4,3.49,4.99,4.46,4.95,5,2.13,4.99,3.53,3.5,16
StatTrak™ Tec-9 | Jambiya (Minimal Wear),EUR,2.15,,,,,0,1.31,2.35,1.58,1.33,4,1.03,2.35,1.45,1.34,14,1.03,2.59,1.55,1.41,44
M249 | Jungle (Factory New),EUR,7.69,,,,,0,6.99,6.99,6.99,6.99,1,6.54,6.99,6.77,6.77,4,1.72,6.99,5.16,6.2,14
P250 | Copper Oxide (Field-Tested),EUR,0.43,0.03,0.04,0.03,0.03,3,0.02,0.23,0.04,0.03,17,0.02,0.23,0.04,0.03,78,0.02,0.23,0.04,0.03,111
Sticker | Sonic (Glitter) | Shanghai 2024,EUR,0.14,0.02,0.02,0.02,0.02,1,0.02,0.03,0.02,0.02,11,0.02,0.07,0.03,0.02,17,0.02,0.07,0.02,0.02,49
M4A1-S | Blood Tiger (Field-Tested),EUR,3.76,,,,,0,3.61,4.46,3.96,3.78,5,3.31,4.46,3.75,3.64,10,3.31,38.94,6.33,5,34
AK-47 | Wasteland Rebel (Well-Worn),EUR,46.32,,,,,0,38.4,38.4,38.4,38.4,1,38.4,38.4,38.4,38.4,1,31.58,46,37.87,38.09,11
Sticker | JT (Gold) | Antwerp 2022,EUR,3.89,,,,,0,,,,,0,,,,,0,3.04,3.04,3.04,3.04,1
Sealed Graffiti | 1G (War Pig Pink),EUR,2.68,0.1,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,2,0.07,0.13,0.09,0.1,5
★ StatTrak™ Bowie Knife | Freehand (Field-Tested),EUR,176.45,,,,,0,,,,,0,128,211.7,153.87,145.25,6,128,211.7,157.12,153.36,18
Five-SeveN | Crimson Blossom (Factory New),EUR,150.37,,,,,0,120,120,120,120,1,120,120,120,120,1,106.82,144.04,121.28,120.5,8
Galil AR | VariCamo (Well-Worn),EUR,0.1,,,,,0,0.07,0.07,0.07,0.07,2,0.06,0.08,0.07,0.07,8,0.04,0.1,0.06,0.06,21
StatTrak™ FAMAS | Meow 36 (Minimal Wear),EUR,0.23,0.34,0.34,0.34,0.34,1,0.21,0.34,0.26,0.23,11,0.2,2.56,0.3,0.24,84,0.2,2.56,0.31,0.25,208
★ Nomad Knife | Night Stripe (Well-Worn),EUR,,,,,,0,,,,,0,139.36,139.36,139.36,139.36,1,133.51,165.26,150.48,151.56,4
P90 | Module (Field-Tested),EUR,1.55,,,,,0,,,,,0,1.27,4,1.71,1.51,11,1.05,4.43,1.78,1.52,29
SSG 08 | Big Iron (Battle-Scarred),EUR,9.27,,,,,0,7.33,8.91,8.35,8.82,3,6.85,9.52,8.21,8.66,8,6.5,10.11,8.1,8.36,17
StatTrak™ Dual Berettas | Marina (Minimal Wear),EUR,10.99,,,,,0,9.27,13.43,10.8,9.7,3,9.27,71.65,26.01,11.56,4,9.24,71.65,15.36,10.33,13
Sticker | jR | Krakow 2017,EUR,3.49,,,,,0,,,,,0,,,,,0,1.9,1.99,1.95,1.95,3
Negev | Wall Bang (Field-Tested),EUR,0.07,0.05,0.07,0.06,0.06,2,0.05,0.16,0.09,0.07,25,0.05,0.16,0.07,0.07,146,0.04,0.29,0.08,0.07,560
★ StatTrak™ Talon Knife | Case Hardened (Factory New),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Double (SWAT Blue),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,20
Sticker | Vitality | Austin 2025,EUR,,0.19,0.52,0.23,0.19,9,0.12,0.52,0.21,0.19,11,0.12,0.52,0.21,0.19,11,0.12,0.52,0.21,0.19,11
Sealed Graffiti | Oops (Frog Green),EUR,2.92,,,,,0,,,,,0,0.13,0.13,0.13,0.13,1,0.1,0.13,0.12,0.12,3
Sticker | znajder | Atlanta 2017,EUR,3.17,,,,,0,,,,,0,,,,,0,1.64,2.25,1.95,1.94,2
SSG 08 | Tropical Storm (Factory New),EUR,,,,,,0,,,,,0,,,,,0,28.14,28.14,28.14,28.14,1
★ StatTrak™ Classic Knife | Stained (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
XM1014 | Teclu Burner (Minimal Wear),EUR,1.44,,,,,0,1.6,1.69,1.65,1.64,2,1.16,2.06,1.43,1.5,25,0.95,4,1.53,1.47,76
Souvenir FAMAS | Styx (Field-Tested),EUR,16,,,,,0,,,,,0,29.99,29.99,29.99,29.99,1,12.45,29.99,16.45,14.13,7
R8 Revolver | Amber Fade (Field-Tested),EUR,0.48,0.47,0.78,0.57,0.56,14,0.47,1.48,0.58,0.5,28,0.35,1.48,0.66,0.6,131,0.35,2.24,0.69,0.64,503
Sticker | Dragon (Foil),EUR,9.99,,,,,0,,,,,0,2.1,2.79,2.49,2.54,4,1.58,2.79,2.44,2.69,7
Sticker | YEKINDAR (Holo) | Paris 2023,EUR,0.8,,,,,0,0.71,0.71,0.71,0.71,1,0.27,0.71,0.43,0.39,9,0.18,0.71,0.34,0.28,21
StatTrak™ FAMAS | Sergeant (Well-Worn),EUR,4.9,,,,,0,,,,,0,3.77,3.77,3.77,3.77,1,3.77,84.57,15.82,4.7,7
Sticker | XANTARES (Gold) | Boston 2018,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Qikert (Holo) | Stockholm 2021,EUR,0.48,,,,,0,,,,,0,0.2,0.2,0.2,0.2,2,0.2,0.79,0.5,0.5,6
Sticker | Grim (Gold) | Paris 2023,EUR,1.79,,,,,0,,,,,0,1.56,1.56,1.56,1.56,1,0.59,1.56,0.89,0.84,8
Souvenir MAC-10 | Sienna Damask (Field-Tested),EUR,0.02,,,,,0,0.02,0.03,0.02,0.02,4,0.02,0.03,0.03,0.03,131,0.02,0.45,0.03,0.02,192
Souvenir SCAR-20 | Carbon Fiber (Factory New),EUR,2.62,,,,,0,,,,,0,1.28,1.68,1.48,1.47,3,1.28,4.99,2.46,2.32,14
StatTrak™ MAG-7 | BI83 Spectrum (Field-Tested),EUR,1.62,,,,,0,1.74,1.92,1.83,1.83,2,1.68,2.24,1.83,1.74,16,1.56,2.66,1.97,1.9,34
Tec-9 | Decimator (Factory New),EUR,49.6,,,,,0,41.28,51.93,48.79,50.97,4,41.08,66,50.04,50.62,24,38.68,109.9,51.15,50.3,65
StatTrak™ Desert Eagle | Cobalt Disruption (Field-Tested),EUR,109.99,,,,,0,,,,,0,87.03,87.03,87.03,87.03,1,77.83,111.29,95.14,95.85,6
StatTrak™ MP7 | Nemesis (Factory New),EUR,31.93,,,,,0,24.71,24.71,24.71,24.71,1,23.93,29.97,25.39,24.37,5,23.43,44.2,29.3,28.64,18
Sticker | North | London 2018,EUR,0.97,,,,,0,0.73,0.73,0.73,0.73,1,0.7,0.91,0.83,0.89,9,0.54,1.35,0.81,0.82,13
Sticker | rigoN (Holo) | Antwerp 2022,EUR,0.35,0.35,0.35,0.35,0.35,1,0.35,0.35,0.35,0.35,1,0.35,0.35,0.35,0.35,1,0.34,0.39,0.35,0.35,10
Souvenir M4A4 | Tornado (Factory New),EUR,555,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Cloud9 (Glitter) | Antwerp 2022,EUR,0.83,,,,,0,0.46,1.75,0.86,0.89,43,0.46,1.75,0.79,0.84,177,0.45,2.34,0.79,0.83,724
Sticker | Falcons (Gold) | Austin 2025,EUR,125.34,,,,,0,,,,,0,,,,,0,,,,,0
Nova | Forest Leaves (Minimal Wear),EUR,4.9,,,,,0,,,,,0,4.47,4.47,4.47,4.47,1,1.83,4.47,3.4,3.5,5
Sticker | insani | Shanghai 2024,EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,9
Sticker | Zyphon | Rio 2022,EUR,0.34,,,,,0,,,,,0,0.06,0.34,0.11,0.07,7,0.04,0.45,0.14,0.06,41
Five-SeveN | Flame Test (Field-Tested),EUR,0.06,,,,,0,0.05,0.4,0.13,0.09,10,0.04,0.5,0.1,0.07,60,0.04,2.79,0.1,0.06,200
SSG 08 | Death's Head (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,5.65,10,8.55,10,3
Sticker | Renegades (Foil) | 2020 RMR,EUR,0.27,,,,,0,0.21,0.45,0.38,0.42,4,0.21,0.45,0.31,0.31,17,0.14,0.83,0.3,0.24,46
Berlin 2019 Minor Challengers Autograph Capsule,EUR,2.21,2.23,2.23,2.23,2.23,5,2,2.25,2.09,2,15,1.69,2.25,2.17,2.21,117,1.53,2.4,2.13,2.19,390
MP9 | Black Sand (Minimal Wear),EUR,0.08,,,,,0,0.06,0.09,0.08,0.08,4,0.06,0.12,0.09,0.09,31,0.06,0.37,0.11,0.1,132
Sealed Graffiti | Choke (Bazooka Pink),EUR,4.3,,,,,0,,,,,0,0.55,0.55,0.55,0.55,1,0.55,0.55,0.55,0.55,1
StatTrak™ Nova | Rising Skull (Factory New),EUR,15.99,,,,,0,11.93,12.86,12.4,12.4,2,11.93,15.63,13.26,12.74,4,11.06,19.21,13.82,13.08,18
StatTrak™ FAMAS | Afterimage (Field-Tested),EUR,23.88,17.7,17.7,17.7,17.7,1,17.7,17.7,17.7,17.7,1,17.55,18.48,17.91,17.7,3,15.58,21.19,18.16,17.7,9
Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,EUR,8.99,,,,,0,6.9,6.9,6.9,6.9,1,4.16,7.7,5.86,5.78,4,4.16,7.7,6.71,6.95,11
★ Skeleton Knife | Stained (Battle-Scarred),EUR,342,,,,,0,,,,,0,253.19,312.84,289.89,293.34,6,250,360,303.27,297.56,28
★ StatTrak™ Paracord Knife | Night Stripe (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,99.77,145.99,127.25,135.99,3
MAC-10 | Propaganda (Battle-Scarred),EUR,29.85,,,,,0,25.79,31.62,28.71,28.7,2,23.13,31.62,26.65,25.79,7,20,31.62,25.8,25.86,14
M249 | Jungle DDPAT (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | PGL (Gold) | Stockholm 2021,EUR,2.68,,,,,0,1.84,1.84,1.84,1.84,2,1.78,2.06,1.88,1.84,4,1.78,2.64,2.1,2.02,10
Sticker | jkaem | Cologne 2016,EUR,36.06,,,,,0,,,,,0,,,,,0,6.42,6.42,6.42,6.42,1
★ StatTrak™ Flip Knife | Boreal Forest (Minimal Wear),EUR,,,,,,0,,,,,0,177.43,177.43,177.43,177.43,1,122.74,177.43,150.09,150.08,2
Sticker | degster (Gold) | Paris 2023,EUR,1.39,,,,,0,1.1,1.15,1.13,1.12,2,1.1,1.15,1.13,1.12,2,0.8,1.15,0.93,0.95,9
Sticker | sh1ro (Gold) | Antwerp 2022,EUR,10.9,,,,,0,6.71,6.71,6.71,6.71,1,6.71,10.79,8.75,8.75,2,6.36,10.79,7.93,6.71,5
AUG | Stymphalian (Field-Tested),EUR,1.42,1.29,1.78,1.45,1.33,7,1.28,2.29,1.56,1.52,26,1.28,3.79,1.68,1.54,105,1.19,3.79,1.72,1.6,311
Five-SeveN | Flame Test (Factory New),EUR,0.26,0.22,0.85,0.5,0.42,3,0.21,2.92,0.53,0.28,19,0.17,5.99,0.49,0.25,106,0.17,5.99,0.44,0.27,288
Desert Eagle | Sputnik (Minimal Wear),EUR,1.55,1.35,1.79,1.62,1.72,3,1.17,3.21,1.7,1.56,26,0.99,3.21,1.58,1.54,79,0.99,5.97,1.7,1.58,282
★ StatTrak™ Falchion Knife | Bright Water (Factory New),EUR,223.17,,,,,0,,,,,0,154.2,154.2,154.2,154.2,1,129.35,200,160.23,155.79,4
★ Huntsman Knife | Night (Minimal Wear),EUR,190.96,,,,,0,168.9,211.09,185.47,176.42,3,160.56,215,183.44,176.42,7,139.58,252.52,189.96,188.43,22
Zeus x27 | Swamp DDPAT (Well-Worn),EUR,0.04,,,,,0,0.07,0.07,0.07,0.07,1,0.04,0.08,0.06,0.05,7,0.04,0.28,0.1,0.08,20
